Ano;Nº do Processo;Tramitação;Tipo de Contrato;Tipo de instrumento Macro;Objeto de Análise;Tipo de Serviços ou parcerias;Parceiro / Contratante;CNPJ;Unidade UFRJ;Sigla Unidade;Centro;Coordenador;Interveniente;Status;Nº Parecer;Parecer;Valor do Projeto;Data de Entrada AGI;Data de Saída AGI;Mês de Entrada;Dias;Data dif;Dias úteis;% DADOS CONCLUÍDO;x;Referências;Data Abertura do processo no SEI;Dias entrada até a AGI;Entrada na Procuradoria;Saída da Procuradoria;Dias PROC;Contrato assinado?;Desistiu da Tramitação do processwo;Data de assinatura do contrato;Dias até a assinatura;Vigência do proj (em meses);ANOTAÇÕES;Responsável;Código;Atividade Principal (CNAE);Ano de assinatura do contrato
2024;23079.223961/2024-68;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Estudos Técnicos;CENTRO BRASILEIRO DE RELAÇÕES INTERNACIONAIS;02.673.153/0001-25;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);Coppe;CT;Roberto Schaeffer;Coppetec;Concluído;156/2024;Totalmente favorável;400000.1;2024-08-08;2024-08-14;Ago;7.0;;5;1.0;1;Prestação de serviços técnicos, para realização de estudo associado à segunda fase do Programa de Transição Energética;2024-06-03 00:00:00;66;;;0;;;;-45446.0;12;;Ingrid;;;
2024;23079.224105/2024-20;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Socioambiental Consultores Associados;00.720.263/0001-75;CCS: Instituto de Biologia (IB);IB;CCS;Rodrigo Hipolito Tardin Oliveira;FUJB;Concluído;165/2024;Totalmente favorável;64400;2024-08-20;2024-08-26;Ago;7.0;;5;1.0;1;"""Projeto de Monitoramento de Cetáceos""";2024-06-04 00:00:00;77;;;0;;;;-45447.0;22;;Ingrid;;;
2024;23079.224105/2024-20;Retorno de Processo;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Estudos Técnicos;Socioambiental Consultores Associados;00.720.263/0001-75;CCS: Instituto de Biologia (IB);IB;CCS;Rodrigo Hipolito Tardin Oliveira;FUJB;Concluído;188/2024;Totalmente favorável;64400;2024-09-26;2024-10-01;Set;6.0;;4;1.0;1;Projeto de Monitoramento de Cetáceos;2024-06-04 00:00:00;114;;;0;;;;-45447.0;24;;Ingrid;;;
2024;23079.224369/2024-83;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Outros;Procuradoria Geral do Munícipio do Rio de Janeiro;42.498.733/0001-48;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);Coppe;CT;Rodrigo de Souza Couto;Coppetec;Concluído;210/2024;Totalmente favorável;72800;2024-10-21;2024-10-28;Out;8.0;;5;1.0;1;"Atuação como assistente técnico em processo judicial no qual se discute tributação de ISS 
de umaempresa de telecomunicações de grande porte";2024-06-04 00:00:00;139;;;0;;;;-45447.0;12;;Ingrid;;;
2024;23079.224864/2024-92;1ª tramitação;Emenda Parlamentar/Subvenção;Outros;Contrato;Outros;Fundação Universitária José Bonifácio;42.429.480/0001-50;CCS: Escola de Educação Física e Desportos (EEFD);EEFD;CCS;Rafael Marques Garcia;FUJB;Concluído;119/2024;Totalmente favorável;200000;2024-06-20;2024-07-01;Jun;12.0;;8;1.0;1;"Projeto intitulado “Esporte e inclusão para a comunidade LGBTQIAP+ (pesquisa e extensão)""";2024-06-06 00:00:00;14;;;0;Sim;;2024-09-17 00:00:00;-45449.0;12;;Ingrid;;;2024.0
2024;23079.224620/2024-18;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Estudos Técnicos;BIOBEADS SOLUÇÕES EM POLÍMEROS LTDA;39.943.123/0001-00;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;José Carlos Cosa da Silva Pinto;Coppetec;Concluído;137/2024;Totalmente favorável;76000;2024-07-10;2024-07-17;Jul;8.0;;6;1.0;1;Encapsulamento de Ativos Fotoprotetores e Bioinsumos em Partículas Poliméricas e Ensaios na Planta Piloto;2024-06-06 00:00:00;34;;;0;Sim;;2025-03-10 00:00:00;-45449.0;12;;Ingrid;;;2025.0
2024;23079.225171/2024-17;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;FMC TECHNOLOGIES DO BRASIL LTDA;48.122.295/0027-34;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);Coppe;CT;Luiz Landau;Coppetec;Concluído;133/2024;Totalmente favorável;1034450.03;2024-07-03;2024-07-22;Jul;20.0;;14;1.0;1;“Evolução da PoC[XR] Treinamentos para XR Digital Gemba“;2024-06-10 00:00:00;23;;;0;;;;-45453.0;60;"Plano de trabalho faltando itens? 4301422
valor do projeto diferente do parecer técnico;
verificar novamente";Ingrid;;;
2024;23079.225772/2024-20;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Outros;FUNDAÇÃO COORDENAÇÃO DE PROJETOS, PESQUISAS E ESTUDOS TECNOLÓGICOS – COPPETEC;72.060.999/0001-75;CT: Instituto de Macromoléculas Professora Eloisa Mano (IMA);IMA;CT;Ana Lúcia Nazareth da Silva;Coppetec;Concluído;195/2024;Favorável com recomendação;5800000;2024-10-02;2024-10-04;Out;3.0;;3;1.0;1;“Serviços técnicos relacionadas ao ciclo de vida de materiais poliméricos virgens, pós-consumo ou reciclados, considerando as etapas de moldagem e reciclagem com análises diversificadas ”;2024-06-13 00:00:00;111;;;0;Sim;;2025-02-04 00:00:00;-45456.0;60;;Ingrid;;;2025.0
2024;23079.225841/2024-03;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Outros;Município de Macaé;29.115.474/0001-60;UFRJ Macaé;EPLAN;UFRJ Macaé;Manoel Victor da Costa Carvalho;Outra;Concluído;158/2024;Outro;;2024-08-10;2024-08-28;Ago;19.0;;13;1.0;1;"IMPLANTAÇÃO DE INFRAESTRUTURA DE PESQUISAS EM CIÊNCIAS DA SAÚDE, DO AMBIENTE E 
DE TECNOLOGIAS PARA SUA EXPANSÃO NA REGIÃO NORTE-FLUMINENSE";2024-06-13 00:00:00;58;;;0;;;;-45456.0;24;Folha de Informação solicitando Minuta Contratual;Ingrid;;;
2024;23079.226463/2024-77;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto ;PETRÓLEO BRASILEIRO S.A. - PETROBRAS;33.000.167/0001-01;CCMN: Instituto de Química (IQ);IQ;CCMN;Vinicius Tadeu Kartnaller Montalvão;Coppetec;Concluído;136/2024;Totalmente favorável;2920738.83;2024-07-09;2024-07-12;Jul;4.0;;4;1.0;1;"Metodologia analítica baseada em pirólise acoplada à cromatografia gasosa 
(Py-GC-MS/FID) para caracterização e quantificação de componentes produzidos por rochas 
(potencialmente) geradoras e petróleo";2024-06-18 00:00:00;21;;;0;Sim;;2024-08-07 00:00:00;-45461.0;30;;Ingrid;;;2024.0
2024;23079.227043/2024-16;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;FEDERAÇÃO NACIONAL DE ASSOCIAÇÕES DOS SERVIDORES DO BANCO CENTRAL - FENASBAC;33.350.620/0001-00;CT: Escola Politécnica (Poli);Poli;CT;Carlos José Ribas d´Avila,;Coppetec;Concluído;157/2024;Favorável com recomendação;484470;2024-08-09;2024-08-26;Ago;18.0;;12;1.0;1;Interoperabilidade no Ambiente do Real Digital (DREX);2024-06-20 00:00:00;50;;;0;Sim;;2024-09-20 00:00:00;-45463.0;12;;Ingrid;;;2024.0
2024;23079.227043/2024-16;Retorno de Processo;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;FEDERAÇÃO NACIONAL DE ASSOCIAÇÕES DOS SERVIDORES DO BANCO CENTRAL - FENASBAC;33.350.620/0001-00;CT: Escola Politécnica (Poli);Poli;CT;CARLOS JOSÉ RIBAS D´AVILA;Coppetec;Concluído;172/2024;Totalmente favorável;484470;2024-09-02;2024-09-04;Set;3.0;;3;1.0;1;"""Desenvolvimento de uma solução tecnológica inovadora que possibilite a interoperabilidade
das diversas moedas digitais, tais como Bitcoin, Ethereum e outras, com o Real Digital (DREX)
assegurando a escalabilidade, acessibilidade e segurança nas transações entre as instituições
financeiras e o Banco Central";2024-06-20 00:00:00;74;;;0;Sim;;2024-09-20 00:00:00;-45463.0;12;;Ingrid;;;2024.0
2024;23079.226876/2024-51;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;PETRÓLEO BRASILEIRO S.A. - PETROBRAS;33.000.167/0001-01;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);Coppe;CT;Alexandre G. Evuskoff;Coppetec;Concluído;146/2024;Totalmente favorável;12806409.3;2024-07-30;2024-08-01;Jul;3.0;;3;1.0;1;"""Sísmica Passiva para Monitoramento do Campo de Mero""";2024-06-20 00:00:00;40;;;0;;;;-45463.0;48;;Ingrid;;;
2024;23079.226975/2024-33;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Desenvolvimento de Software;TotalEnergies EP Brasil Ltda.;02.461.767/0001-43;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);Coppe;CT;Alvaro Luiz Gayoso de Azeredo Coutinho;Coppetec;Concluído;150/2024;Totalmente favorável;4048112.32;2024-08-02;2024-08-26;Ago;25.0;;17;1.0;1;Modelos Substitutivos baseados em Redes Neurais de Grafos para Simulação de Sequestro de CO2”;2024-06-20 00:00:00;43;;;0;;;;-45463.0;60;;Ingrid;;;
2024;23079.227320/2024-82;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;PETRÓLEO BRASILEIRO S.A. - PETROBRAS;33.000.167/0001-01;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;Roberto Schaeffer;Coppetec;Concluído;138/2024;Totalmente favorável;e R$ 2.162.197,17;2024-07-12;2024-07-17;Jul;6.0;;4;1.0;1;Análise de cenários globais e nacionais de mitigação de gases de efeito estufa;2024-06-24 00:00:00;18;;;0;Sim;;2024-07-29 00:00:00;-45467.0;15;;Ingrid;;;2024.0
2024;23079.228036/2024-23;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;ExxonMobil Exploração Brasil Ltda. ;04.033.958/0001-30;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);Coppe;CT;Luiz Landau;Coppetec;Concluído;154/2024;Totalmente favorável;4309379.99;2024-08-06;2024-08-14;Ago;9.0;;7;1.0;1;"Avaliação Multidimensional em 3D da Suscetibilidade de Ativos Ambientais à
Derramamento de Óleo";2024-06-27 00:00:00;40;;;0;;;;-45470.0;36;;Ingrid;;;
2024;23079.228422/2024-15;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;IBAMA;03.659.166/0001-02;CCMN: Instituto de Química (IQ);IQ;CCMN;Gabriela Vanini Costa;Coppetec;Concluído;222/2024;Totalmente favorável;1008755.95;2024-10-31;2024-11-11;Out;12.0;;8;1.0;1;"Oleoteca de referência para vazamentos de petróleo e derivados com 
análises avançadas de biomarcadores.  ";2024-07-02 00:00:00;121;;;0;Sim;;2025-01-13 00:00:00;-45475.0;12;;Ingrid;;;2025.0
2024;23079.229054/2024-22;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Cursos e Capacitações; UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO - UENF;04.809.688/0001-06;UFRJ Macaé;Macaé;UFRJ Macaé;??????????????????????;Sem Interveniente;Concluído;169/2024;Totalmente favorável;sem repasse;2024-08-29;2024-09-03;Ago;6.0;;4;1.0;1;Desenvolvimento de projetos conjuntos nas áreas de interesse e atuações comuns  a cada parte, envolvendo atividades de pesquisa, desenvolvimento tecnológico, ensino e extensão.;2024-07-04 00:00:00;56;;;0;;;;-45477.0;60;;Ingrid;;;
2024;23079.228954/2024-52;1ª tramitação;Acordo de Parceria/ Convênio;Contrato;"Projeto de P&D;Análises";Projeto de P&D;TIE Global Brasil;00.514.890/0001-50;UFRJ Macaé;Macaé;UFRJ Macaé; Maurício Aguilar Nepomuceno de Oliveira;Coppetec;Concluído;194/2024;Totalmente favorável;150000;2024-09-30;2024-10-02;Set;3.0;;3;1.0;1;"PROJETO PARA APRIMORAMENTO DE EQUIPAMENTO 
PARA TRANSPORTE DE CARGA NA COLHEITA DA LARANJA A PARTIR DA 
PERSPECTIVA DA ERGONOMIA DA ATIVIDADE";2024-07-04 00:00:00;88;;;0;;;;-45477.0;8;;Ingrid;;;
2024;23079.229638/2024-06 ;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;TWIST SISTEMAS E SOLUÇÕES EM INFORMÁTICA LTDA;14.654.493/0001-98;CFCH: Escola de Comunicação (ECO);ECO;CFCH;Rose Marie Santini de Oliveira;FUJB;Concluído;142/2024;Parecer Orientativo;-;2024-07-24;2024-08-06;Jul;14.0;;10;1.0;1;"Desenvolvimento de machine learning para identificação de contas inautênticas em redes sociais a partir de postagens públicas

 ";2024-07-08 00:00:00;16;;;0;;;;-45481.0;Indeterminado / 12 ?;;Ingrid;;;
2024;23079.229481/2024-19;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Cursos e Capacitações;CONFEDERAÇÃO BRASILEIRA DE FUTEBOL;33.655.721/0001-99;CCJE: Instituto Coppead de Administração (Coppead);Coppead;CCJE;Samantha Luiza de Souza Broman;Coppetec;Concluído;163/2024;Totalmente favorável;139093.01;2024-08-13;2024-08-19;Ago;7.0;;5;1.0;1;"Fornecimento de aulas síncronas para o
treinamento em relatos de sustentabilidade (Certificação GRI) In Company, com carga horária
de 16 horas, turma exclusiva, a ser realizado em 2024.";2024-07-08 00:00:00;36;;;0;;;;-45481.0;4;;Ingrid;;;
2024;23079.230035/2024-49;1ª tramitação;Outros;Outros;Outros;Outros;Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome;;CCS: Instituto de Nutrição Josué de Castro (INJC);INJC;CCS;Paulo Cesar Pereira de Castro Junior;Sem Interveniente;Concluído;140/2024;Totalmente favorável;170000;2024-07-17;2024-07-17;Jul;1.0;;1;1.0;1;TED para o 6º Encontro Nacional de Pesquisa em Soberania e Segurança Alimentar e Nutricional (ENPSSAN);2024-07-09 00:00:00;8;;;0;;;;-45482.0;3;;Ingrid;;;
2024;23079.230783/2024-21;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Estudos Técnicos;ORLA RIO CONCESSIONÁRIA LTDA;68.644.533/0001-40;CT: Escola de Química (EQ);EQ;CT;Bettina Susanne Hoffmann;Coppetec;Concluído;179/2024;Favorável com recomendação;24000;2024-09-11;2024-09-16;Set;6.0;;4;1.0;1;"Compromisso circular: Promovendo a redução de poluição plástica e boas práticas sustentáveis nas 
praias do Rio de Janeiro";2024-07-12 00:00:00;61;;;0;Sim;;2024-10-09 00:00:00;-45485.0;6;;Ingrid;;;2024.0
2024;23079.231608/2024-51;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Estudos Técnicos;PETRÓLEO BRASILEIRO S.A. - PETROBRAS;33.000.167/0001-01;CT: Escola Politécnica (Poli);Poli;CT;Joel Sena Sales Junior;Coppetec;Concluído;161/2024;Totalmente favorável;1904804.08;2024-08-12;2024-08-19;Ago;8.0;;6;1.0;1;Estudo da viabilidade de sistema de geração de energia das ondas embarcado em FPSOs;2024-07-17 00:00:00;26;;;0;Sim;;2024-09-12 00:00:00;-45490.0;12;;Ingrid;;;2024.0
2024;23079.231962/2024-86;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;VALE S.A.;33.592.510/0001-54;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);Coppe;CT;Luís Marcelo Marques Tavares;Coppetec;Aguardando assinatura;240/2024;Totalmente favorável;570577.88;2024-11-27;;Nov;-45622.0;;-32577;0.75;0;"“Desafios tecnológicos no processamento de minério de ferro: Otimização do projeto e
operação de peneiras/desagregadores de rolos usando simulação avançada”";2024-07-18 00:00:00;132;;;0;Sim;;2024-12-12 00:00:00;-45491.0;40;;Ingrid;;;2024.0
2024;23079.231948/2024-82;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;VALE S.A.;33.592.510/0001-54;CT: Escola Politécnica (Poli);Poli;CT;Rodrigo Magalhães de Carvalho;Coppetec;Em andamento;247/2024;Totalmente favorável;641595.1;2024-11-28;;Nov;-45623.0;;-32578;0.5;0;"""Simulação avançada do manuseio de briquetes de minério de ferro”";2024-07-18 00:00:00;133;;;0;Sim;;2024-12-12 00:00:00;-45491.0;40;;Ingrid;;;2024.0
2024;23079.232153/2024-91;1ª tramitação;TED;TED;Outros;Outros;Ministério da Saúde;00.394.544/0127-87;CCS: Instituto Nutes de Educação em Ciências e Saúde (Nutes);Nutes;CCS;Gustavo Figueiredo;Sem Interveniente;Concluído;145/2024;Totalmente favorável;5993136;2024-07-30;2024-08-01;Jul;3.0;;3;1.0;1;"ARTICULAÇÃO DA REDE INTERNACIONAL DE FORMAÇÃO DOCENTE E APRENDIZAGEM EM SAÚDE COMO
ESTRATÉGIA PARA MOBILIZAÇÃO DA POLÍTICA DE EDUCAÇÃO PERMANENTE E O FORTALECIMENTO DO
SUS COMO ESCOLA.";2024-07-18 00:00:00;12;;;0;;;;-45491.0;24;;Ingrid;;;
2024;23079.232153/2024-91;Retorno de Processo;Outros;Outros;Outros;Outros;Ministério da Saúde;00.394.544/0127-87;CCS: Instituto Nutes de Educação em Ciências e Saúde (Nutes);Nutes;CCS;Gustavo Figueiredo;Sem Interveniente;Concluído;159/2024;Totalmente favorável;5365200;2024-08-10;2024-08-14;Ago;5.0;;3;1.0;1;ARTICULAÇÃO DA REDE INTERNACIONAL DE FORMAÇÃO DOCENTE E APRENDIZAGEM EM SAÚDE COMO ESTRATÉGIA PARA MOBILIZAÇÃO DA POLÍTICA DE EDUCAÇÃO PERMANENTE E O FORTALECIMENTO DO SUS COMO ESCOLA;2024-07-18 00:00:00;23;;;0;;;;-45491.0;24;;Ingrid;;;
2024;23079.231957/2024-73;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Estudos Técnicos;FUNDAÇÃO COORDENAÇÃO DE PROJETOS, PESQUISAS E ESTUDOS TECNOLÓGICOS – COPPETEC;72.060.999/0001-75;CCMN: Instituto de Química (IQ);IQ;CCMN;Ricardo Erthal Santelli;Coppetec;Concluído;189/2024;Totalmente favorável;2000000;2024-09-27;2024-09-28;Set;2.0;;1;1.0;1;Realização de análises químicas utilizando técnicas espectroanalíticas, eletroquímicas e cromatográficas em amostras de interesse químico, biológico, ambiental e tecnológico.;2024-07-18 00:00:00;71;;;0;;;;-45491.0;60;;Ingrid;;;
2024;23079.232259/2024-95;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;AMBEV S.A;07.526.557/0001-00;CCS: Instituto de Microbiologia Paulo de Góes (IMPG);IMPG;CCS;Fernanda de Ávila Abreu;Coppetec;Concluído;174/2024;Totalmente favorável;281632.65;2024-09-03;2024-09-10;Set;8.0;;6;1.0;1;Magneto sensor: detecção de glúten e vitamina D;2024-07-19 00:00:00;46;;;0;Sim;;2024-10-24 00:00:00;-45492.0;12;;Paula;;;2024.0
2024;23079.232646/2024-21;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Estudos Técnicos;PETRÓLEO BRASILEIRO S.A. - PETROBRAS;33.000.167/0001-01;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);Coppe;CT;José Carlos Costa da Silva Pinto;Coppetec;Concluído;170/2024;Totalmente favorável;6858390.51;2024-08-30;2024-09-03;Ago;5.0;;3;1.0;1;Projeto +Digital e Estimativa de Variáveis Virtuais Críticas;2024-07-22 00:00:00;39;;;0;Sim;;2024-09-04 00:00:00;-45495.0;36;;Ingrid;;2024;
2024;23079.232898/2024-51;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;PETRÓLEO BRASILEIRO S.A. - PETROBRAS;33.000.167/0001-01;CT: Escola de Química (EQ);EQ;CT;Tânia Suaiden Klein;Coppetec;Concluído;186/2024;Totalmente favorável;4998699.46;2024-09-25;2024-09-26;Set;2.0;;2;1.0;1;"“CAPTURA DE CO2 DE GASES EXAUSTOS COM
SEPARADOR SUPERSÔNICO - VALIDAÇÃO
EXPERIMENTAL”.";2024-07-23 00:00:00;64;;;0;Sim;;2024-09-30 00:00:00;-45496.0;30;;Ingrid;;;2024.0
2024;23079.233185/2024-12  ;1ª tramitação;Acordo de Parceria/Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;MARINE PRODUCTION SYSTEMS DO BRASIL LTDA;01.950.374/0001-30;CT: Escola Politécnica (Poli);Poli;CT;Thiago Gomes de Lima;Sem Interveniente;Concluído;252/2024;Totalmente favorável;0;2024-12-05;2024-12-13;Dez;9.0;;7;1.0;Concluído;PEOPLE DEVELOPMENT FOR PROJECT MANAGEMENT;2024-07-24 00:00:00;134;;;0;;;;-45497.0;24;;Ingrid;;;
2024;23079.233849/2024-35;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;PETRÓLEO BRASILEIRO S.A. - PETROBRAS;33.000.167/0001-01;CCS: Instituto de Microbiologia Paulo de Góes (IMPG);IMPG;CCS;Caio Tavora Rachid Coelho da Costa;Coppetec;Concluído;173/2024;Totalmente favorável;3750809.22;2024-09-03;2024-09-10;Set;8.0;;6;1.0;1;"Escalonamento
da aplicação de bactérias fitoestimuladoras na fitorremediação de áreas impactadas";2024-07-29 00:00:00;36;;;0;Sim;;2024-09-11 00:00:00;-45502.0;42;;Ingrid;;;2024.0
2024;23079.233719/2024-01;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;FUNDAÇÃO UNIVERSITÁRIA JOSÉ BONIFÁCIO;42.429.480/0001-50;UFRJ Macaé;Macaé;UFRJ Macaé; Karla Santa Cruz Coelho;FUJB;Concluído;181/2024;Parecer Orientativo;240000;2024-09-17;2024-09-20;Set;4.0;;4;1.0;1;Estudo de coorte sobre morbimortalidade relacionada à condição pósCOVID-19 em trabalhadores Offshore;2024-07-29 00:00:00;50;;;0;;;;-45502.0;24;;Ingrid;;;
2024;23079.235130/2024-39;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Ensaios Laboratoriais;FUNDAÇÃO COORDENAÇÃO DE PROJETOS, PESQUISAS E ESTUDOS TECNOLÓGICOS – COPPETEC;72.060.999/0001-75;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);Coppe;CT;Joel Sena Sales Junior;Coppetec;Concluído;166/2024;Totalmente favorável;2615950.26;2024-08-21;2024-08-26;Ago;6.0;;4;1.0;1;Realização de análises hidrodinâmicas, análise de simulações numéricas e computacionais voltados aos estudos de hidrodinâmica, energia renovável e ensaios mecânicos de modelos em escala ultra-reduzida voltados para a área onshore e offshore;2024-08-05 00:00:00;16;;;0;Sim;;2024-09-16 00:00:00;-45509.0;60;;Ingrid;;;2024.0
2024;23079.236245/2024-41;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Outros;FUNDAÇÃO COORDENAÇÃO DE PROJETOS, PESQUISAS E ESTUDOS TECNOLÓGICOS – COPPETEC;72.060.999/0001-75;CCJE: Instituto Coppead de Administração (Coppead);Coppead;CCJE;Samantha Luiza de Souza Broman;Coppetec;Concluído;171/2024;Totalmente favorável;1134000;2024-09-02;2024-09-06;Set;5.0;;5;1.0;1;Treinamento em Relatos de Sustentabilidade - Certificação GRI;2024-08-08 00:00:00;25;;;0;Sim;;2024-12-30 00:00:00;-45512.0;60;;Ingrid;;;2024.0
