Ano;Nº do Processo;Tramitação;Tipo de Contrato;Tipo de instrumento Macro;Objeto de Análise;Tipo de Serviços ou parcerias;Parceiro / Contratante;CNPJ;Unidade UFRJ;Sigla Unidade;Centro;Coordenador;Interveniente;Status;Nº Parecer;Parecer;Valor do Projeto;Data de Entrada AGI;Data de Saída AGI;Mês de Entrada;Dias;Data dif;Dias úteis;% DADOS CONCLUÍDO;x;Referências;Data Abertura do processo no SEI;Dias entrada até a AGI;Entrada na Procuradoria;Saída da Procuradoria;Dias PROC;Contrato assinado?;Desistiu da Tramitação do processwo;Data de assinatura do contrato;Dias até a assinatura;Vigência do proj (em meses);ANOTAÇÕES;Responsável;Código;Atividade Principal (CNAE);Ano de assinatura do contrato
2023;23079.214382/2023-43;Retorno de Processo;Outros;Outros;Outros;Termo de Confidencialidade;Petróleo Brasileiro S.A. Petrobras;33.000.167/0001-01;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;Edmundo Albuquerque de Souza e Silva;Sem Interveniente;Concluído;Folha Informação;;Sem repasse;2023-06-14;2023-06-20;Jun;6.0;;4;1.0;1;Inteligência Artificial na Gestão e Monitoração de Ativos;2023-03-29 00:00:00;77;;;0;Não;;;-45014.0;48;;;19.21-7-00;Fabricação de produtos do refino de petróleo;
2023;23079.214204/2023-12;1ª tramitação;Transferência de Tecnologia;Contrato de Licenciamento;Outros;Licença de Software;Computer Modeling Group - CMG; 33.000.167/0001-01;GR: Gabinete da Reitoria;GR;GR;Paulo Goldberg;Sem Interveniente;Concluído;100/2023;Outro;Sem repasse;2023-06-22;2023-09-04;Jun;74.0;;52;1.0;1;SolverBR;2023-03-29 00:00:00;85;45027;45099;72;Sim;;2023-08-16 00:00:00;-45014.0;12;[Não puxar] - TT;;19.21-7-00;Fabricação de produtos do refino de petróleo;2023.0
2023;23079.214468/2023-76;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Protocolo de Intenções/ Acordo Geral de Cooperação;Smart Eagle Engenharia e Tecnologia LTDA;35.792.648/0001-22;GR: Gabinete da Reitoria;GR;GR;Marcos Aurélio Vasconcelos de Freitas;Sem Interveniente;Concluído;69/2023;Favorável com recomendação;Sem Repasse;2023-05-03;2023-05-10;Mai;7.0;;5;1.0;1;Promoção de atividades conjuntas de ensino, pesquisa e extensão;2023-03-30 00:00:00;34;45072;45118;46;Não;;;-45015.0;60;;;62.02-3-00;Desenvolvimento e licenciamento de programas de computador customizáveis;
2023;23079.214468/2023-76;Retorno de Processo;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Protocolo de Intenções/ Acordo Geral de Cooperação;Smart Eagle Engenharia e Tecnologia LTDA;35.792.648/0001-22;GR: Gabinete da Reitoria;GR;GR;Marcos Aurélio Vasconcelos de Freitas;Sem Interveniente;Concluído;83/2023;Totalmente favorável;Sem Repasse;2023-05-25;2023-05-30;Mai;5.0;;3;1.0;1;Promoção de atividades conjuntas de ensino, pesquisa e extensão;2023-03-30 00:00:00;56;45072;45118;46;Não;;;-45015.0;60;;;62.02-3-00;Desenvolvimento e licenciamento de programas de computador customizáveis;
2023;23079.018952/2019-90;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Acordo de Cooperação Técnica;Secretaria de Estado de Administração Penitenciária;05.482.345.345/0001-42;CLA: Faculdade de Letras (FL);FL;CLA;Paulo Roberto Tonani do Patrocínio;Sem Interveniente;Concluído;65/2023;Totalmente favorável;Sem Repasse;2023-04-25;2023-04-30;Abr;5.0;;3;1.0;1;Projeto Ler- Leitura, Existência e Resistência - Remição de pena pela leitura ;2023-04-10 00:00:00;15;;;0;Não;;;-45026.0;60;;;0;0;
2023;23079.216463/2023-88;1ª tramitação;Compartilhamento de Laboratório;Termo de Outorga;Contrato;Outros;Magtech Soluções em Nanopartículas Magnéticas LTDA; 28.162.555/0001-59;CCS: Faculdade de Farmácia (FF);FF;CCS;Marcel Guimarães Martins;Sem Interveniente;Concluído;70/2023;Totalmente favorável;Não Financeira;2023-05-09;2023-05-11;Mai;2.0;;2;1.0;1;Compartilhamento de Laboratório Magtech;2023-04-10 00:00:00;29;45063;45063;0;Sim;;2023-08-08 00:00:00;-45026.0;36;;;72.10-0-00;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;2023.0
2023;23079.216463/2023-88;Retorno de Processo;Compartilhamento de Laboratório;Termo de Outorga;Contrato;Outros;Magtech Soluções em Nanopartículas Magnéticas LTDA; 28.162.555/0001-59;CCS: Faculdade de Farmácia (FF);FF;CCS;Marcel Guimarães Martins;Sem Interveniente;Concluído;Folha Informação;Outro;Não Financeira;2023-05-16;2023-05-18;Mai;2.0;;2;1.0;1;Compartilhamento de Laboratório Magtech;2023-04-10 00:00:00;36;45063;45063;0;Sim;;2023-08-08 00:00:00;-45026.0;36;Compartilhamento de Labs;;72.10-0-00;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;2023.0
2023;23079.216463/2023-88;Retorno de Processo;Compartilhamento de Laboratório;Termo de Outorga;Contrato;Outros;Magtech Soluções em Nanopartículas Magnéticas LTDA; 28.162.555/0001-59;CCS: Faculdade de Farmácia (FF);FF;CCS;Marcel Guimarães Martins;Sem Interveniente;Concluído;Folha Informação;Totalmente favorável;Não Financeira;2023-07-18;2023-08-14;Jul;26.0;;19;1.0;1;Compartilhamento de Laboratório Magtech;2023-04-10 00:00:00;99;45063;45063;0;Sim;;2023-08-08 00:00:00;-45026.0;36;;;72.10-0-00;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;2023.0
2023;23079.216463/2023-88;Retorno de Processo;Compartilhamento de Laboratório;Termo de Outorga;Contrato;Outros;Magtech Soluções em Nanopartículas Magnéticas LTDA; 28.162.555/0001-59;CCS: Faculdade de Farmácia (FF);FF;CCS;Marcel Guimarães Martins;Sem Interveniente;Concluído;Folha Informação;Outro;;2023-08-14;2023-08-24;Ago;8.0;;8;1.0;1;Compartilhamento de Laboratório Magtech;2023-04-10 00:00:00;126;45063;45063;0;Sim;;2023-08-08 00:00:00;-45026.0;36;Requer assinatura da Folha de Informação;;72.10-0-00;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;2023.0
2023;23079.216709/2023-11;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;"Petrogal Brasil S.A.; Universidade Federal do Rio Grande Do Norte;
Fundação Norte Rio Grandense de Pesquisa e Cultura - Funpec ";03.571.723/0001-39 /  24.365.710/0001-83 /  08.469.280/0001-93;UFRJ Duque de Caxias;;UFRJ Caxias;Pedro Nothaft Romano;Coppetec;Concluído;71/2023;Totalmente favorável;2469918.37;2023-05-09;2023-05-11;Mai;2.0;;2;1.0;1;“Captura intensiva de CO2 para produção de biocombustíveis avançados a partir da conversão de microalgas por diferentes rotas termoquímicas;2023-04-11 00:00:00;28;;;0;Sim;;2023-05-17 00:00:00;-45027.0;36;;;06.00-0-01;Extração de petróleo e gás natural;2023.0
2023;23079.217471/2023-41;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Outros;Supergasbras Energia Ltda.;19.791.896/0002-83;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;José Carlos Costa da Silva Pinto;Coppetec;Concluído;93/2023;Totalmente favorável;299700;2023-06-15;2023-06-20;Jun;5.0;;3;1.0;1;Produção de LPG sustentável a partir de resíduos plásticos;2023-04-14 00:00:00;62;;;0;Sim;;2023-08-29 00:00:00;-45030.0;12;;;82.11-3-00;Serviços combinados de escritório e apoio administrativo;2023.0
2023;23079.217790/2023-57;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Operador Nacional do Sistema Elétrico - ONS;02.831.210/0002-38;CT: Escola Politécnica (Poli);POLI;CT;Robson Francisco da Silva Dias;Coppetec;Concluído;130/2023;Favorável com recomendação;Sem repasse;2023-07-28;2023-08-20;Jul;23.0;;15;1.0;1;Desenvolvimento de testes de viabilidade da co-simulação de redes elétricas na escala real de tempo sob plataforma geograficamente distribuída;2023-04-17 00:00:00;102;45176;45180;4;Sim;;2024-04-24 00:00:00;-45033.0;24;;;94.11-1-00;Atividades de organizações associativas patronais e empresariais;2024.0
2023;23079.2182432023-99;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Outros;FUJB;33.663.683/0002-05;CCS: Escola de Enfermagem Anna Nery (EEAN);EEAN;CCS;Camila Pureza Guimarães da Silva;Sem Interveniente;Concluído;74/2023;Parecer Orientativo;Variável;2023-05-11;2023-05-16;Mai;5.0;;3;1.0;1;30º Pesquisando em Enfermagem/26ª Jornada Nacional de História da Enfermagem/23º Encontro Nacional de Fundamentos do Cuidado de Enfermagem;2023-04-18 00:00:00;23;45138;45169;31;Não;;;-45034.0;6;;;85.31-7-00;Educação superior - graduação;
2023;23079.2182432023-99;Retorno de Processo;Prestação de Serviços;Prestação de Serviços;Contrato;Convenio;FUJB;33.663.683/0002-05;CCS: Escola de Enfermagem Anna Nery (EEAN);EEAN;CCS;Camila Pureza Guimarães da Silva;Sem Interveniente;Concluído;Folha Informação;Totalmente favorável;Variável;2023-09-04;2023-09-12;Set;8.0;;6;1.0;1;30º Pesquisando em Enfermagem/26ª Jornada Nacional de História da Enfermagem/23º Encontro Nacional de Fundamentos do Cuidado de Enfermagem;2023-04-18 00:00:00;139;45169;45169;0;Não;;;-45034.0;24;;;85.31-7-00;Educação superior - graduação;
2023;23079.218655/2023-29;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Fundação Oswaldo Cruz - FIOCRUZ; 33.781.055/0001-35_x000D_;CCMN: Instituto de Química (IQ);IQ;CCMN;Claudio Cerqueira Lopes ;Sem Interveniente;Concluído;62/2023;Totalmente favorável;Sem Repasse;2023-04-20;2023-04-25;Abr;5.0;;3;1.0;1;Rastreabilidade de drogas e desenvolvimento de kits para combater o estupro e tráfico de drogas através da perícia criminal da SEPOL-RJ], a ser executado nos termos do Plano de Trabalho, anexo, visando [a identificação estruturas químicas coloridas, empregando a HPLC e Espectrometria de Massas, a serem obtidas pela reação de THC e CBD com as substâncias presentes no kit DLM Cannabis, desenvolvido no Laboratório de Síntese e Análise de Produtos Estratégicos, Instituto de Química- UFRJ, LASAPE, IQ-UFRJ;2023-04-19 00:00:00;1;45070;45070;0;Não;;;-45035.0;36;;;72.10-0-00;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;
2023;23079.218802/2023-61;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;"Centro de Pesquisas de Energia Elétrica (CEPEL); Powerconsult (PWC)";04.337.365/0001-67 e  42.288.886/0001-60;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;Carmen Lucia Tancredo Borges;Coppetec;Concluído;125/2023;Totalmente favorável;4463939.07;2023-07-25;2023-08-01;Jul;7.0;;5;1.0;1;Confiabilidade no planejamento e na operação do Sistema de Transmissão ;2023-04-20 00:00:00;96;45175;45175;0;Sim;;2024-12-19 00:00:00;-45036.0;36;;;71.12-0-00;Serviços de engenharia;2024.0
2023;23079.218802/2023-61;Retorno de Processo;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;"Centro de Pesquisas de Energia Elétrica (CEPEL); Powerconsult (PWC)";04.337.365/0001-67 e  42.288.886/0001-60;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;Carmen Lucia Tancredo Borges;Coppetec;Concluído;157/2023;Negado;4463939.07;2023-09-06;2023-10-17;Set;41.0;;29;1.0;1;Confiabilidade no planejamento e na operação do Sistema de Transmissão ;2023-04-20 00:00:00;139;45175;45175;0;Sim;;2024-12-19 00:00:00;-45036.0;36;;Paula;71.12-0-00;Serviços de engenharia;2024.0
2024;23079.218802/2023-61;Retorno de Processo;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Outros;INSTITUTO ABRATE DE ENERGIA;43.226.110/0001-89;CT: Escola Politécnica (Poli);POLI;CT;Carmen Lucia Tancredo Borges;Coppetec;Concluído;118/2024;Totalmente favorável;4687136.07;2024-06-18;2024-07-31;Jun;44.0;;32;1.0;1;"o “Confiabilidade no Planejamento e na Operação 
do Sistema de Transmissão” (“Projeto”), que compreende a entrega dos seguintes subprodutos (“Entregáveis”";2023-04-20 00:00:00;425;;;0;Sim;;2024-12-19 00:00:00;-45036.0;24;;Ingrid;;;2024.0
2024;23079.218802/2023-61;Retorno de Processo;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Outros;INSTITUTO ABRATE DE ENERGIA;43.226.110/0001-89;CT: Escola Politécnica (Poli);POLI;CT;Carmen Lucia Tancredo Borges;Coppetec;Concluído;124/2024;Totalmente favorável;4687136.07;2024-06-21;2024-07-31;Jun;41.0;;29;1.0;1;"o “Confiabilidade no Planejamento e na Operação 
do Sistema de Transmissão” (“Projeto”), que compreende a entrega dos seguintes subprodutos (“Entregáveis”";2023-04-20 00:00:00;428;;;0;Sim;;2024-12-19 00:00:00;-45036.0;24;;Ingrid;;;2024.0
2023;23079.219051/2023-08;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Convenio;Fundação COPPETEC;72.060.999/0001-75;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;Leonardo Sales Araujo;Sem Interveniente;Concluído;80/2023;Totalmente favorável;1200000;2023-05-24;2023-05-26;Mai;2.0;;2;1.0;1;Realização de Análises e Caracterização Microestrutural, Análise de Falhas e Ensaios Mecânicos;2023-04-24 00:00:00;30;45070;45070;0;Não;;;-45040.0;60;;;72.10-0-00;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;
2023;23079.219684/2023-16;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D; Município de Macaé;29.115.474/0001-60;UFRJ Macaé;UFRJ;UFRJ Macaé;ALLAN MARTINS CORMACK;Coppetec;Concluído;76/2023;Totalmente favorável;3528910;2023-05-19;2023-05-22;Mai;3.0;;1;1.0;1;Acordo de Parceria científica e tecnológica para pesquisa e desenvolvimento do Ecossistema de Inovação de Macaé e coordenação do Programa Macaé Startup+ (ciclo 2023-2024) em parceria com o CRIOS-UFRJ.;2023-04-26 00:00:00;23;45068;45118;50;Não;;;-45042.0;12;;;84.11-6-00;Administração pública em geral;
2023;23079.220151/2023-79;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petróleo Brasileiro S.A. Petrobras;33.000.167/0819-42;CT: Escola Politécnica (Poli);POLI;CT;Thiago Gamboa Ritto;Coppetec;Concluído;72/2023;Totalmente favorável;3653508.45;2023-05-10;2023-05-11;Mai;1.0;;1;1.0;1;Projeto conceitual de carretel de perfuração: modelagem, dinâmica e fadiga ;2023-04-27 00:00:00;13;;;0;Sim;;2023-05-23 00:00:00;-45043.0;30;;;72.10-0-00;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;2023.0
2023;23079.221342/2023-58;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Análises, testes e ensaios laboratoriais, medições e instrumentação de campo;Instituto Hermes Pardini S/A;19.378.769/0194-38;CCMN: Instituto de Química (IQ);IQ;CCMN;Fernanda Bertão Scalco;Coppetec;Concluído;108/2023;Totalmente favorável;150000;2023-06-30;2023-07-15;Jun;15.0;;10;1.0;1;Análise de amostras de urina por cromatografia em camada fina para auxílio diagnóstico de erros inatos do metabolismo;2023-05-04 00:00:00;57;;;0;Sim;;2024-09-19 00:00:00;-45050.0;12;;;86.40-2-02;Laboratórios clínicos;2024.0
2023;23079.2215722023-17;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petróleo Brasileiro S.A. Petrobras;33.000.167/0819-42;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;LUIS VOLNEI SUDATI SAGRILO;Coppetec;Concluído;73/2023;Totalmente favorável;11279831.34;2023-05-11;2023-05-16;Mai;5.0;;3;1.0;1;Digitalização do Projeto e do Planejamento de Inspeções de Linhas de Ancoragem Baseados em Confiabilidade;2023-05-05 00:00:00;6;;;0;Sim;;2023-05-26 00:00:00;-45051.0;60;;;72.10-0-00;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;2023.0
2023;23079.221929/2023-67;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Surplus Tecnologia e Treinamento LTDA;13.804.999/0001-7;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;LUIZ LANDAU;Coppetec;Concluído;82/2023;Totalmente favorável;897242.5;2023-05-25;2023-05-30;Mai;5.0;;3;1.0;1;IntegrATIVOS;2023-05-08 00:00:00;17;45077;45091;14;Sim;;2024-07-08 00:00:00;-45054.0;10;;;0;0;2024.0
2023;23079.222546/2023-14;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Estudos Técnicos;Geoscan Geologia e Geofísica;23.731.971/0001-07;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT; LUIZ LANDAU;Coppetec;Concluído;88/2023;Totalmente favorável;120624.64;2023-06-02;2023-06-05;Jun;3.0;;1;1.0;1;Projeto de pesquisa Magneto Inv ;2023-05-10 00:00:00;23;;;0;Sim;;2023-07-20 00:00:00;-45056.0;4;;;0;0;2023.0
2023;23079.223069/2023-04;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Consultoria;Lotusfarma Produtos Farmacêuticos LTDA;00.974.578/0001-49;CCS: Faculdade de Farmácia (FF);FF;CCS;Luiz Cláudio Rodrigues Pereira da Silva;FUJB;Concluído;114/2023;Totalmente favorável;16800;2023-07-06;2023-07-15;Jul;9.0;;6;1.0;1;Consultoria técnica para o desenvolvimento, produção e promoção de formulações cosméticas e suplementos alimentares;2023-05-12 00:00:00;55;;;0;Sim;;2023-11-27 00:00:00;-45058.0;8;;;21.21-1-01;Fabricação de medicamentos alopáticos para uso humano;2023.0
2024;23079.223085/2023-99;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Ensaios Laboratoriais;Laboratórios Servier do Brasil Ltda;42.374.207/0001-76;CCS: Faculdade de Farmácia (FF);FF;CCS;Luiz Cláudio Rodrigues Pereira da Silva;FUJB;Concluído;017/2024;Totalmente favorável;20000;2024-02-08;2024-03-05;Fev;27.0;;16;1.0;1;Avaliação do grau de micronização de frações de flavonóides purificados presentes em comprimidos orais de diosmina/herperidina disponíveis comercialmente no mercado brasileiro;2023-05-12 00:00:00;272;;;0;Sim;;2024-04-11 00:00:00;-45058.0;3;;Paula;;;2024.0
2023;23079.223307/2023-73;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;"Fundação de Desenvolvimento da Pesquisa - Fundep; Instituto de Ciências Matemáticas e de Computação - Universidade de São Paulo - USP; FCA Fiat Chrysler Automoveis Brasil Ltda; Mobway Ltda ";18.720.938/0001-41;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;Miguel Elias Mitre Campista;Coppetec;Concluído;107/2023;Totalmente favorável;3761143.33;2023-06-29;2023-07-19;Jun;20.0;;14;1.0;1;AVADIP: Aplicações Veiculares com Aprendizado Distribuído e Manutenção de Privacidade;2023-05-15 00:00:00;45;45106;45197;91;Sim;;2023-12-08 00:00:00;-45061.0;36;;;84.11-6-00;Administração pública em geral;2023.0
2023;23079.223797/2023-16;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Outros;Østfold University College - Academia Norueguesa de Teatro;;CFCH: Escola de Comunicação (ECO);ECO;CFCH;Eleonora Batista Fabião;FUJB;Concluído;97/2023;Favorável com recomendação;201927.4;2023-06-19;2023-06-22;Jun;3.0;;3;1.0;1;MATÉRIA MAR: um laboratório-performance de pesquisa pedagógica;2023-05-16 00:00:00;34;45096;45121;25;Sim;;2023-09-04 00:00:00;-45062.0;36;;;;;2023.0
2023;23079.223772/2023-12;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petróleo Brasileiro S.A. Petrobras;33.000.167/0001-01;CT: Escola Politécnica (Poli);POLI;CT;Carlos Siqueira de Lima;Coppetec;Concluído;99/2023;Totalmente favorável;2000296.97;2023-06-22;2023-06-23;Jun;1.0;;1;1.0;1;Implementação de Modelos Computacionais para a Versão do Siscabe de Aplicação Submarina;2023-05-16 00:00:00;37;;;0;Sim;;2024-07-22 00:00:00;-45062.0;30;;;19.21-7-00;Fabricação de produtos do refino de petróleo;2024.0
2023;23079.223701/2023-10;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Análises, testes e ensaios laboratoriais, medições e instrumentação de campo;Fundação COPPETEC;72060999/0001-75;CCS: Instituto de Biologia (IB);IB;CCS;CLAUDIO CARDOSO MARINHO;FUJB;Concluído;154/2023;Totalmente favorável;75000;2023-08-25;2023-09-04;Ago;10.0;;6;1.0;1;nálises de Nutrientes (carbono orgânico dissolvido, e nitrogênio e fósforo totais) em amostras de água, e Granulometria e Matéria Orgânica em amostras de sedimento, do Rio Paraopeba/MG ;2023-05-16 00:00:00;101;;;0;Sim;;2023-12-15 00:00:00;-45062.0;180;;;72.10-0-00;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;2023.0
2023;23079.224114/2023-30;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Estudos Técnicos;Bionow S.A.;46.842.624/0001-57;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;Rodrigo Magalhães de Carvalho;Coppetec;Concluído;94/2023;Totalmente favorável;570893.55;2023-06-16;2023-06-20;Jun;4.0;;2;1.0;1;Caracterização de produtos de biocarbono, efeito de intemperie e previsão de degradação durante o manuseio utilizando simulação avançada do manuseio de granéis;2023-05-17 00:00:00;30;;;0;Sim;;2024-04-25 00:00:00;-45063.0;12;;;46.81-8-03;Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante;2024.0
2023;23079.224288/2023-01;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petróleo Brasileiro S.A. Petrobras;33.000.167/0001-01;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;José Carlos Costa da Silva Pinto;Coppetec;Concluído;85/2023;Totalmente favorável;2938288.32;2023-05-31;2023-06-01;Mai;1.0;;1;1.0;1;Projeto P&D da Planta protótipo de conversão de resíduos plásticos por pirólise;2023-05-18 00:00:00;13;;;0;Sim;;2023-06-05 00:00:00;-45064.0;33;;;19.21-7-00;Fabricação de produtos do refino de petróleo;2023.0
2023;23079.224293/2023-13;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petróleo Brasileiro S.A. Petrobras;33.000.167/0001-01;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;José Carlos Costa da Silva Pinto;Coppetec;Concluído;86/2023;Totalmente favorável;7352099.75;2023-05-31;2023-06-01;Mai;1.0;;1;1.0;1;Reforma de galpão para alocar unidade piloto de conversão de resíduos plásticos por pirólise – Infraestrutura ;2023-05-18 00:00:00;13;;;0;Sim;;2024-02-14 00:00:00;-45064.0;33;;;19.21-7-00;Fabricação de produtos do refino de petróleo;2024.0
2023;23079.224429/2023-87;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Acordo de Cooperação Técnica;"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas – IFAM; Sociedade Brasileira de Química- SBQ";10.792.928/0001-00;CCMN: Instituto de Química (IQ);IQ;CCMN;Bárbara Vasconcellos da Silva;Sem Interveniente;Concluído;109/2023;Totalmente favorável;Sem repasse;2023-07-03;2023-07-21;Jul;18.0;;14;1.0;1;Programa de Mestrado Profissional em Química em Rede Nacional (PROFQUI);2023-05-18 00:00:00;46;45162;45162;0;Sim;;2023-08-22 00:00:00;-45064.0;60;;;85.42-2-00;Educação profissional de nível tecnológico;2023.0
2023;23079.224637/2023-86;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Projeto de P&D;ExxonMobil Exploração Brasil Ltda.;04.033.958/0001-30;CCMN: Instituto de Matemática (IM);IM;CCMN;Fábio Antônio Tavares Ramos;Coppetec;Concluído;89/2023;Parecer Orientativo;17116796.49;2023-06-05;2023-06-12;Jun;7.0;;5;1.0;1;Modelos probabilísticos de difusão e algoritmos multifidelidade para o desenvolvimento de gêmeos digitais de estruturas porosas e sistemas oceanográficos;2023-05-19 00:00:00;17;45132;45154;22;Sim;;2023-09-25 00:00:00;-45065.0;60;;;06.00-0-01;Extração de petróleo e gás natural;2023.0
2023;23079.224520/2023-01;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Acordo de Cooperação Técnica;Instituto Brasileiro de Música e Educação;13.565.560/0001-35;CLA: Escola de Música (EM);EM;CLA;Aline Faria Silveira;Sem Interveniente;Concluído;151/2023;Totalmente favorável;Sem repasse;2023-08-16;2023-08-20;Ago;4.0;;2;1.0;1;Acordo de Cooperação Acadêmico, Técnico, Científico e Cultural;2023-05-19 00:00:00;89;;;0;Não;;;-45065.0;60;;;94.93-6-00;Atividades de organizações associativas ligadas à cultura e à arte;
2023;23079.224951/2023-69;1ª tramitação;Outros;Outros;Outros;Outros;;;CCS: Instituto de Biologia (IB);IB;CCS;Rodolfo Pinheiro da Rocha Paranhos;;Concluído;Folha Informação;;118787.5;2023-07-20;2023-07-27;Jul;7.0;;5;1.0;1;Projeto de Monitoramento de Ilhas Oceânicas - PMIC;2023-05-22 00:00:00;;;;0;Sim;;2024-06-04 00:00:00;;12;;;;;2024.0
2024;23079.224951/2023-69;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;: Instituto Mar Adentro Promoção e Gestão do Conhecimento de Ecossistemas Aquáticos - IMA;07.865.206/0001-23;CCS: Instituto de Biologia (IB);IB;CCS;Vinicius Peruzzi de Oliveira;FUJB;Concluído;057/2024;Totalmente favorável;118518.75;2024-03-27;2024-04-29;Mar;34.0;;23;1.0;1;Projeto de Monitoramento de Ilhas Oceânicas – PMIC Qualidade das Águas;2023-05-22 00:00:00;;;;;Sim;;2024-06-04 00:00:00;;;;Ingrid;;;2024.0
